rid,Root.word,Rating
R7164,explain,Moderate
R7164,impact,Strong
R7164,attribute,Strong
R7164,enhance,Moderate
R7164,affect,Strong
R7164,marker,Weak
R7164,compare,None
R7164,prevent,Strong
R7164,greater,None
R7164,determinant,Strong
R7164,risk factor,Moderate
R7164,encourage,Moderate
R7164,achieve,Moderate
R7164,trend,Weak
R7164,link,Moderate
R7164,face,Weak
R7164,protect,Strong
R7164,decrease,Strong
R7164,effect,Strong
R7164,better,Weak
R7164,influence,Moderate
R7164,alter,Strong
R7164,maintain,Moderate
R7164,occur,Weak
R7164,elevate,Moderate
R7164,worse,Weak
R7164,present,Weak
R7164,relate,Moderate
R7164,vary,Weak
R7164,produce,Strong
R7164,precede,Moderate
R7164,increase,Strong
R7164,lead,Strong
R7164,lower,Weak
R7164,excess,Moderate
R7164,demonstrate,None
R7164,cause,Strong
R7164,similar,None
R7164,experience,Moderate
R7164,result,Strong
R7164,higher,Weak
R7164,consistent,Weak
R7241,lead,Strong
R7241,associate,None
R7241,twice,Weak
R7241,influence,Strong
R7241,affect,Strong
R7241,effect,Strong
R7241,produce,Strong
R7241,confer,Moderate
R7241,cause,Strong
R7241,likelihood,Moderate
R7241,excess,Weak
R7241,trend,Weak
R7241,vary,None
R7241,link,Strong
R7241,role,Strong
R7241,maintain,Strong
R7241,higher,Moderate
R7241,reduce,Strong
R7241,due,Strong
R7241,present,Moderate
R7241,attribute,Moderate
R7241,risk,Moderate
R7241,impact,Strong
R7241,occur,Weak
R7241,decrease,Moderate
R7241,lower,Weak
R7241,indicate,Weak
R7241,predict,Moderate
R7241,alter,Strong
R7241,protect,Strong
R7241,determinant,Strong
R7241,elevate,Moderate
R7241,change,Strong
R7241,better,Weak
R7241,factor,Moderate
R7241,enhance,Strong
R7241,risk factor,Moderate
R7241,worse,None
R7241,explain,Strong
R7241,less,None
R7241,achieve,None
R7241,greater,Weak
R7241,benefit,Moderate
R7241,reveal,Weak
R7241,demonstrate,Moderate
R7241,prevent,Strong
R7241,contribute,Strong
R7241,decline,Weak
R7241,face,None
R7241,experience,Weak
R7241,correlate,None
R7241,similar,None
R7241,effective,Strong
R7241,precede,None
R7241,marker,Weak
R7241,likely,Moderate
R7241,result,Strong
R7241,differ,Weak
R7241,response,Weak
R7241,consistent,None
R7241,observe,Weak
R7241,relate,Strong
R7241,improve,Moderate
R7241,increase,Weak
R7241,appear,Weak
R7241,encourage,Strong
R7241,compare,None
R7738,confer,Moderate
R7738,prevent,Strong
R7738,attribute,Moderate
R7738,produce,Strong
R7738,risk,Moderate
R7738,occur,None
R7738,increase,Moderate
R7738,consistent,None
R7738,better,Weak
R7738,lower,Moderate
R7738,less,None
R7738,precede,Moderate
R7738,experience,Weak
R7738,effect,Weak
R7738,twice,None
R7738,impact,Moderate
R7738,contribute,Moderate
R7738,improve,Strong
R7738,greater,Moderate
R7738,decrease,Moderate
R7738,appear,Weak
R7738,similar,None
R7738,relate,Weak
R7738,likely,Weak
R7738,compare,None
R7738,associate,Moderate
R7738,affect,Strong
R7738,demonstrate,Moderate
R7738,predict,Moderate
R7738,factor,Weak
R7738,lead,Strong
R7738,reduce,Strong
R7738,effective,Moderate
R7738,trend,Weak
R7738,cause,Strong
R7738,likelihood,Weak
R7738,decline,Moderate
R7738,maintain,None
R7738,response,Weak
R7738,risk factor,Moderate
R7738,role,Moderate
R7738,link,Moderate
R7738,achieve,Moderate
R7738,differ,Weak
R7738,change,None
R7738,protect,Moderate
R7738,enhance,Weak
R7738,encourage,Weak
R7738,face,Weak
R7738,benefit,Moderate
R7738,due,Moderate
R7738,influence,Moderate
R7738,correlate,Weak
R7738,result,Strong
R7738,alter,Moderate
R7738,excess,Moderate
R7738,explain,Strong
R7738,worse,Moderate
R7738,elevate,Moderate
R7738,reveal,Weak
R7738,indicate,Moderate
R7738,present,Weak
R7738,vary,Weak
R7738,marker,Weak
R7738,higher,Weak
R7738,determinant,Strong
R7738,observe,Moderate
R8338,determinant,Strong
R8338,correlate,None
R8338,precede,Moderate
R8338,twice,Weak
R8338,risk factor,Moderate
R8338,relate,None
R8338,attribute,Moderate
R8338,reduce,Weak
R8338,trend,Weak
R8338,observe,None
R8338,appear,Weak
R8338,alter,Moderate
R8338,consistent,None
R8338,increase,Weak
R8338,worse,Weak
R8338,explain,Moderate
R8338,occur,Weak
R8338,role,Moderate
R8338,encourage,Weak
R8338,factor,Moderate
R8338,present,Weak
R8338,confer,Moderate
R8338,excess,Weak
R8338,improve,Weak
R8338,differ,None
R8338,affect,Strong
R8338,response,Weak
R8338,contribute,Moderate
R8338,influence,Moderate
R8338,lead,Moderate
R8338,maintain,Moderate
R8338,prevent,Strong
R8338,result,Moderate
R8338,likelihood,Weak
R8338,risk,Weak
R8338,better,Weak
R8338,impact,Moderate
R8338,decrease,Weak
R8338,vary,None
R8338,produce,Weak
R8338,associate,None
R8338,link,Moderate
R8338,reveal,Weak
R8338,indicate,Weak
R8338,effective,Strong
R8338,effect,Strong
R8338,predict,None
R8338,higher,Weak
R8338,marker,Weak
R8338,elevate,Weak
R8338,greater,Weak
R8338,face,Weak
R8338,lower,Weak
R8338,due,Moderate
R8338,likely,Moderate
R8338,protect,Moderate
R8338,change,None
R8338,benefit,Weak
R8338,decline,Weak
R8338,cause,Strong
R8338,achieve,Weak
R8338,less,Weak
R8338,experience,Weak
R8338,demonstrate,None
R8338,compare,Weak
R8338,similar,Weak
R8338,enhance,Moderate
R8371,improve,Strong
R8371,effect,Strong
R8371,differ,Weak
R8371,likely,Weak
R8371,attribute,Strong
R8371,reduce,Weak
R8371,excess,Moderate
R8371,benefit,Strong
R8371,achieve,Moderate
R8371,marker,None
R8371,lead,Strong
R8371,demonstrate,None
R8371,less,Weak
R8371,due,Strong
R8371,twice,None
R8371,associate,None
R8371,link,None
R8371,face,None
R8371,increase,Moderate
R8371,present,None
R8371,similar,None
R8371,appear,None
R8371,affect,Strong
R8371,likelihood,Moderate
R8371,effective,Moderate
R8371,decline,None
R8371,enhance,Moderate
R8371,maintain,Weak
R8371,consistent,None
R8371,lower,Weak
R8371,predict,Weak
R8371,risk factor,Strong
R8371,better,Weak
R8371,role,Moderate
R8371,reveal,None
R8371,factor,Weak
R8371,relate,Weak
R8371,alter,Weak
R8371,correlate,None
R8371,elevate,Weak
R8371,decrease,Moderate
R8371,experience,Weak
R8371,indicate,None
R8371,determinant,Strong
R8371,greater,None
R8371,result,Strong
R8371,vary,None
R8371,prevent,Strong
R8371,contribute,Strong
R8371,protect,Strong
R8371,observe,None
R8371,influence,Strong
R8371,precede,None
R8371,impact,Strong
R8371,explain,Moderate
R8371,change,Weak
R8371,response,None
R8371,higher,None
R8371,confer,Moderate
R8371,compare,None
R8371,worse,Weak
R8371,occur,None
R8371,produce,Strong
R8371,risk,None
R8371,encourage,Moderate
R8371,cause,Strong
R8371,trend,None
R8763,higher,NA
R8763,alter,NA
R8763,due,NA
R8763,twice,NA
R8763,worse,NA
R8763,risk factor,NA
R8763,lower,NA
R8763,link,NA
R8763,influence,NA
R8763,explain,NA
R8763,better,NA
R8763,trend,NA
R8763,benefit,NA
R8763,face,NA
R8763,decrease,NA
R8763,elevate,NA
R8763,increase,NA
R8763,risk,NA
R8763,prevent,NA
R8763,produce,NA
R8763,encourage,NA
R8763,excess,NA
R8763,protect,NA
R8763,associate,NA
R8763,compare,NA
R8763,enhance,NA
R8763,greater,NA
R8763,vary,NA
R8763,factor,NA
R8763,attribute,NA
R8763,cause,NA
R8763,effect,NA
R8763,likelihood,NA
R8763,predict,NA
R8763,less,NA
R8763,experience,NA
R8763,relate,NA
R8763,consistent,NA
R8763,correlate,NA
R8763,marker,NA
R8763,affect,NA
R8763,determinant,NA
R8763,confer,NA
R8763,maintain,NA
R8763,result,NA
R8763,response,NA
R8763,similar,NA
R8763,present,NA
R8763,effective,NA
R8763,contribute,NA
R8763,precede,NA
R8763,reduce,NA
R8763,change,NA
R8763,reveal,NA
R8763,differ,NA
R8763,lead,NA
R8763,indicate,NA
R8763,improve,NA
R8763,achieve,NA
R8763,appear,NA
R8763,occur,NA
R8763,role,NA
R8763,decline,NA
R8763,observe,NA
R8763,likely,NA
R8763,impact,NA
R8763,demonstrate,NA
R8843,result,Weak
R8843,determinant,Weak
R8843,likely,Moderate
R8843,twice,Moderate
R8843,factor,Weak
R8843,elevate,Moderate
R8843,indicate,Weak
R8843,benefit,Weak
R8843,trend,Weak
R8843,effective,Moderate
R8843,change,Weak
R8843,greater,Moderate
R8843,observe,Weak
R8843,impact,Moderate
R8843,due,Weak
R8843,improve,Weak
R8843,worse,Weak
R8843,appear,Weak
R8843,protect,Weak
R8843,role,Weak
R8843,vary,Weak
R8843,correlate,Moderate
R8843,experience,Weak
R8843,attribute,Moderate
R8843,decrease,Weak
R8843,influence,Weak
R8843,consistent,Moderate
R8843,enhance,Moderate
R8843,reveal,Weak
R8843,alter,Weak
R8843,marker,Weak
R8843,cause,Moderate
R8843,effect,Moderate
R8843,relate,Moderate
R8843,associate,Strong
R8843,less,Weak
R8843,reduce,Weak
R8843,similar,Weak
R8843,response,Weak
R8843,encourage,None
R8843,achieve,None
R8843,explain,Weak
R8843,produce,Weak
R8843,increase,Moderate
R8843,lead,Weak
R8843,demonstrate,Moderate
R8843,precede,Weak
R8843,lower,Moderate
R8843,maintain,Weak
R8843,risk factor,Moderate
R8843,occur,Weak
R8843,face,Weak
R8843,differ,Weak
R8843,likelihood,Strong
R8843,higher,Moderate
R8843,present,Weak
R8843,compare,Weak
R8843,affect,Weak
R8843,decline,Moderate
R8843,risk,Strong
R8843,link,Weak
R8843,excess,Strong
R8843,better,Weak
R8843,confer,Weak
R8843,contribute,Moderate
R8843,predict,Moderate
R8843,prevent,Moderate
R9025,attribute,Moderate
R9025,elevate,Moderate
R9025,demonstrate,Weak
R9025,occur,None
R9025,face,None
R9025,risk factor,Moderate
R9025,maintain,None
R9025,enhance,Weak
R9025,effect,Weak
R9025,produce,Moderate
R9025,vary,None
R9025,determinant,None
R9025,precede,Weak
R9025,risk,Moderate
R9025,similar,None
R9025,compare,Weak
R9025,lead,Moderate
R9025,role,Weak
R9025,protect,Strong
R9025,likelihood,Moderate
R9025,achieve,Moderate
R9025,affect,Moderate
R9025,cause,Strong
R9025,indicate,Moderate
R9025,greater,Moderate
R9025,change,Weak
R9025,appear,None
R9025,decrease,Moderate
R9025,higher,Moderate
R9025,present,None
R9025,trend,Weak
R9025,observe,Weak
R9025,reduce,Moderate
R9025,correlate,None
R9025,influence,Weak
R9025,associate,None
R9025,response,Weak
R9025,effective,Strong
R9025,benefit,Strong
R9025,impact,Strong
R9025,excess,Strong
R9025,due,Weak
R9025,link,Moderate
R9025,contribute,Strong
R9025,consistent,None
R9025,decline,Weak
R9025,relate,Weak
R9025,lower,Moderate
R9025,factor,Moderate
R9025,reveal,Strong
R9025,twice,None
R9025,worse,Moderate
R9025,prevent,Strong
R9025,alter,Moderate
R9025,explain,Strong
R9025,better,Weak
R9025,encourage,Moderate
R9025,marker,Moderate
R9025,confer,Strong
R9025,likely,Weak
R9025,result,Weak
R9025,less,Weak
R9025,differ,Moderate
R9025,predict,Moderate
R9025,experience,Weak
R9025,increase,Weak
R9025,improve,Moderate
R9042,alter,None
R9042,appear,None
R9042,increase,Weak
R9042,determinant,Moderate
R9042,enhance,Weak
R9042,risk factor,Moderate
R9042,greater,None
R9042,precede,Moderate
R9042,elevate,Weak
R9042,face,Weak
R9042,marker,Moderate
R9042,twice,None
R9042,occur,Weak
R9042,similar,Weak
R9042,better,None
R9042,confer,Moderate
R9042,contribute,Moderate
R9042,demonstrate,Strong
R9042,affect,Moderate
R9042,likelihood,Moderate
R9042,reveal,Moderate
R9042,effective,Moderate
R9042,attribute,Moderate
R9042,achieve,Moderate
R9042,effect,Strong
R9042,compare,Weak
R9042,indicate,Moderate
R9042,consistent,Moderate
R9042,likely,Moderate
R9042,maintain,Moderate
R9042,produce,Strong
R9042,encourage,Moderate
R9042,correlate,Weak
R9042,change,Moderate
R9042,vary,Moderate
R9042,improve,Moderate
R9042,associate,Moderate
R9042,worse,None
R9042,differ,None
R9042,role,Moderate
R9042,due,Moderate
R9042,lower,Weak
R9042,observe,Weak
R9042,experience,Weak
R9042,relate,Moderate
R9042,decline,Weak
R9042,result,Strong
R9042,explain,Strong
R9042,higher,Weak
R9042,prevent,Moderate
R9042,protect,Strong
R9042,reduce,Weak
R9042,risk,Moderate
R9042,trend,Weak
R9042,response,Weak
R9042,influence,Moderate
R9042,less,Weak
R9042,predict,Moderate
R9042,benefit,Moderate
R9042,excess,Moderate
R9042,factor,Moderate
R9042,decrease,Weak
R9042,impact,Strong
R9042,cause,Strong
R9042,lead,Strong
R9042,present,Weak
R9042,link,Moderate
R9217,likelihood,Weak
R9217,appear,None
R9217,benefit,Strong
R9217,predict,None
R9217,determinant,Moderate
R9217,role,Strong
R9217,occur,None
R9217,less,None
R9217,vary,None
R9217,due,Strong
R9217,observe,None
R9217,similar,None
R9217,maintain,Moderate
R9217,trend,Weak
R9217,encourage,Moderate
R9217,experience,None
R9217,twice,None
R9217,affect,Strong
R9217,improve,Strong
R9217,increase,Weak
R9217,relate,Weak
R9217,present,None
R9217,consistent,Weak
R9217,precede,Weak
R9217,factor,Weak
R9217,result,Moderate
R9217,differ,None
R9217,likely,None
R9217,correlate,None
R9217,link,Weak
R9217,worse,None
R9217,better,None
R9217,effective,Strong
R9217,impact,Strong
R9217,prevent,Strong
R9217,risk factor,None
R9217,cause,Strong
R9217,explain,Weak
R9217,decline,None
R9217,reveal,Weak
R9217,change,None
R9217,face,Weak
R9217,confer,Moderate
R9217,demonstrate,None
R9217,associate,None
R9217,decrease,Weak
R9217,greater,None
R9217,indicate,None
R9217,elevate,Weak
R9217,reduce,Moderate
R9217,marker,None
R9217,lead,Strong
R9217,risk,None
R9217,protect,Strong
R9217,influence,Strong
R9217,compare,None
R9217,effect,Strong
R9217,produce,Strong
R9217,attribute,Moderate
R9217,lower,Moderate
R9217,higher,Moderate
R9217,achieve,Strong
R9217,excess,None
R9217,alter,Moderate
R9217,contribute,Strong
R9217,enhance,Moderate
R9217,response,Moderate
R9220,prevent,Strong
R9220,risk factor,Moderate
R9220,excess,Moderate
R9220,marker,Weak
R9220,risk,Weak
R9220,effect,Strong
R9220,occur,None
R9220,correlate,Weak
R9220,due,Strong
R9220,reduce,Strong
R9220,attribute,Strong
R9220,present,None
R9220,higher,None
R9220,lower,None
R9220,relate,Weak
R9220,better,None
R9220,predict,Weak
R9220,result,Strong
R9220,worse,Weak
R9220,demonstrate,None
R9220,less,None
R9220,confer,Strong
R9220,impact,Strong
R9220,influence,Strong
R9220,determinant,Moderate
R9220,alter,Strong
R9220,experience,Weak
R9220,greater,None
R9220,role,Moderate
R9220,observe,None
R9220,reveal,None
R9220,explain,Weak
R9220,encourage,Strong
R9220,improve,Weak
R9220,effective,Strong
R9220,twice,None
R9220,link,Moderate
R9220,likelihood,Weak
R9220,factor,Weak
R9220,increase,Moderate
R9220,decrease,Moderate
R9220,indicate,Weak
R9220,compare,None
R9220,decline,Weak
R9220,similar,None
R9220,precede,Weak
R9220,associate,Weak
R9220,elevate,None
R9220,affect,Strong
R9220,appear,None
R9220,response,Strong
R9220,maintain,None
R9220,enhance,Moderate
R9220,achieve,Weak
R9220,consistent,Weak
R9220,likely,None
R9220,trend,None
R9220,benefit,Strong
R9220,cause,Strong
R9220,protect,Strong
R9220,contribute,Moderate
R9220,produce,Strong
R9220,lead,Moderate
R9220,face,Moderate
R9220,change,Strong
R9220,differ,None
R9220,vary,Moderate
